compound,hydrogen_production_rate,hydrogen_production_rate_uom,bandgap_energy,bandgap_energy_uom,incident_light_cut_off,incident_light_cut_off_uom,particle_size,particle_size_uom,radiation_source_intensity,radiation_source_intensity_uom,specific_surface_area,specific_surface_area_uom,catalyst_amount,catalyst_amount_uom,co_catalyst,co_catalyst_type,reaction_type,reaction_solution,reaction_solution_concentration,carbon_source,sacrificial_agent,sacrificial_agent_source,preparation_method,calcination_temperature,calcination_temperature_uom,calcination_time,calcination_time_uom,doi_reference,Sr,Ti,O,La,Ni,Cu,K,Na,Ta,N,Ba,Fe,Nb,Bi,Br,Cd,S,H,Pb,Sn,Ag,Ca,Cr,Mn,Au,Pd,Pt,B,Mo,C,Pr,Y,Eu,Mg,Tb,In,Ru,Co,Li,Nd,Sm,Gd,Cs,W,Zr,Hf,Ce,V,P,Rh,Yb,Cl,Zn
(Na0.5La0.5TiO3)0.7(LaCrO3)0.3,238.0,𝜇mol.g-1.h-1,2.35,eV,425,nm,1200.0,nm,300.0,W,2.72,m2.g-1,0.4,g,Pt,H2PtCl6·6H2O,photoreform,Water / Formic Acid,(9 : 1 v/v),HCOOH,True,HCOOH,Polymerized-complex method,1100.0,°C,6.0,h,https://doi.org/10.1039/C6RA07891E,0.0,0.7,2.9999999999999996,0.6499999999999999,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
(Na0.5La0.5TiO3)0.6(LaCrO3)0.4,165.0,𝜇mol.g-1.h-1,2.25,eV,425,nm,1500.0,nm,300.0,W,2.45,m2.g-1,0.5,g,Pt,H2PtCl6·6H2O,photoreform,Water / Formic Acid,(9 : 1 v/v),HCOOH,True,HCOOH,Polymerized-complex method,1100.0,°C,6.0,h,https://doi.org/10.1039/C6RA07891E,0.0,0.6,3.0,0.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
(Na0.5La0.5TiO3)0.5(LaCrO3)0.5,115.0,𝜇mol.g-1.h-1,2.15,eV,425,nm,1100.0,nm,300.0,W,2.9,m2.g-1,0.6,g,Pt,H2PtCl6·6H2O,photoreform,Water / Formic Acid,(9 : 1 v/v),HCOOH,True,HCOOH,Polymerized-complex method,1100.0,°C,6.0,h,https://doi.org/10.1039/C6RA07891E,0.0,0.5,3.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaCrO3,0.0,𝜇mol.g-1.h-1,2.7,eV,425,nm,2500.0,nm,300.0,W,1.9,m2.g-1,0.7,g,Pt,H2PtCl6·6H2O,photoreform,Water / Formic Acid,(9 : 1 v/v),HCOOH,True,HCOOH,Polymerized-complex method,1100.0,°C,6.0,h,https://doi.org/10.1039/C6RA07891E,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLaSrNb2NiO9,3.0,𝜇mol.g-1.h-1,3.49,eV,420,nm,1500.0,nm,300.0,W,26.7,m2.g-1,0.2,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(4.5 : 1 v/v),CH3OH,True,CH3OH,solid-state reaction,1300.0,°C,10.0,h,http://dx.doi.org/10.1021/cm902137s,1.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CsLaSrNb2NiO9,0.6,𝜇mol.g-1.h-1,3.48,eV,420,nm,2000.0,nm,300.0,W,6.1,m2.g-1,0.5,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(4.5 : 1 v/v),CH3OH,True,CH3OH,solid-state reaction,1300.0,°C,10.0,h,http://dx.doi.org/10.1021/cm902137s,1.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NaLaSrNb2NiO9,0.0,𝜇mol.g-1.h-1,2.84,eV,420,nm,1000.0,nm,300.0,W,1.3,m2.g-1,0.5,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(4.5 : 1 v/v),CH3OH,True,CH3OH,solid-state reaction,1300.0,°C,10.0,h,http://dx.doi.org/10.1021/cm902137s,1.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K2Nb2O6,2420.0,𝜇mol.g-1.h-1,3.82,eV,400,nm,15000.0,nm,500.0,W,1.2,m2.g-1,0.05,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,One-pot hydrotermal,240.0,°C,12.0,h,http://dx.doi.org/10.1002/cjoc.201300817,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KNbO3,920.0,𝜇mol.g-1.h-1,3.3,eV,400,nm,500.0,nm,500.0,W,2.1,m2.g-1,0.05,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,One-pot hydrotermal,240.0,°C,12.0,h,http://dx.doi.org/10.1002/cjoc.201300817,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nb2O5,360.0,𝜇mol.g-1.h-1,3.15,eV,400,nm,100.0,nm,500.0,W,8.4,m2.g-1,0.05,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,One-pot hydrotermal,240.0,°C,12.0,h,http://dx.doi.org/10.1002/cjoc.201300817,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NaTaO3,556.0,𝜇mol.g-1.h-1,3.62,eV,400,nm,61.03,nm,450.0,W,,m2.g-1,0.05,g,false,-,photoreform,Water / methanol,(3.2 : 1 v/v),CH3OH,True,CH3OH,hydrothermal synthesis,125.0,°C,18.0,h,https://doi.org/10.1016/j.dwt.2024.100448,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AgNaTaO3,2834.0,𝜇mol.g-1.h-1,3.6,eV,400,nm,48.9,nm,450.0,W,,m2.g-1,0.05,g,false,-,photoreform,Water / methanol,(3.2 : 1 v/v),CH3OH,True,CH3OH,hydrothermal synthesis,125.0,°C,18.0,h,https://doi.org/10.1016/j.dwt.2024.100448,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNaTaO3,3266.0,𝜇mol.g-1.h-1,3.57,eV,400,nm,53.5,nm,450.0,W,,m2.g-1,0.05,g,false,-,photoreform,Water / methanol,(3.2 : 1 v/v),CH3OH,True,CH3OH,hydrothermal synthesis,125.0,°C,18.0,h,https://doi.org/10.1016/j.dwt.2024.100448,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PrFeO3,2847.0,𝜇mol.g-1.h-1,2.08,eV,400,nm,20.0,nm,400.0,W,10.88,m2.g-1,0.01,g,Pt,H2PtCl6·6H2O,photoreform,Water / ethanol,(20 : 1 v/v),CHOH,True,CHOH,Sol-gel,700.0,°C,5.0,h,http://dx.doi.org/10.1007/s12039-014-0596-x,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PrFeO3,2132.0,𝜇mol.g-1.h-1,2.03,eV,400,nm,17.0,nm,400.0,W,15.7,m2.g-1,0.01,g,Pt,H2PtCl6·6H2O,photoreform,Water / ethanol,(20 : 1 v/v),CHOH,True,CHOH,Chitosan template,700.0,°C,5.0,h,http://dx.doi.org/10.1007/s12039-014-0596-x,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PrFeO3,1986.0,𝜇mol.g-1.h-1,1.88,eV,400,nm,15.0,nm,400.0,W,10.13,m2.g-1,0.01,g,Pt,H2PtCl6·6H2O,photoreform,Water / ethanol,(20 : 1 v/v),CHOH,True,CHOH,Combustion,700.0,°C,5.0,h,http://dx.doi.org/10.1007/s12039-014-0596-x,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SrTiO3,2.0,𝜇mol.g-1.h-1,3.05,eV,400,nm,1000.0,nm,300.0,W,,m2.g-1,0.1,g,WS2,WS2 nanodots,photoreform,Water / methanol,(9 : 1 v/v),CH3OH,True,CH3OH,Reduction in H2-N2,800.0,°C,10.0,h,https://doi.org/10.1039/C7CC08797G,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SrTiWO3,8.0,𝜇mol.g-1.h-1,2.95,eV,400,nm,1000.0,nm,300.0,W,28.2,m2.g-1,0.1,g,WS2,WS2 nanodots,photoreform,Water / methanol,(9 : 1 v/v),CH3OH,True,CH3OH,Reduction in H2-N2,800.0,°C,10.0,h,https://doi.org/10.1039/C7CC08797G,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2SrTiO3,45.0,𝜇mol.g-1.h-1,2.45,eV,400,nm,1000.0,nm,300.0,W,44.1,m2.g-1,0.1,g,WS2,WS2 nanodots,photoreform,Water / methanol,(9 : 1 v/v),CH3OH,True,CH3OH,Reduction in H2-N2,800.0,°C,10.0,h,https://doi.org/10.1039/C7CC08797G,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TiZrHfNbTaO6N3,63800.0,𝜇mol.g-1.h-1,1.6,eV,400,nm,46000.0,nm,300.0,W,2.3,m2.g-1,0.05,g,Pt,Pt(NH3)4(NO3)2,photoreform,Water / methanol,(9 : 1 v/v),CH3OH,True,CH3OH,Oxidation and Nitring,1100.0,°C,24.0,h,https://doi.org/10.1039/D1TA03861C,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTi2NbO7,1163.0,𝜇mol.g-1.h-1,3.25,eV,760,nm,1.7,nm,300.0,W,17.9,m2.g-1,0.08,g,Pt,H2PtCl6·6H2O,photoreform,Water / TEOA,(9 : 1 v/v),C6H15NO3,True,C6H15NO3,solid-state reaction,1000.0,°C,12.0,h,https://doi.org/10.1016/j.apsusc.2020.145501,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTi2NbO7,125.0,𝜇mol.g-1.h-1,3.34,eV,760,nm,3.9,nm,300.0,W,107.5,m2.g-1,0.08,g,Pt,H2PtCl6·6H2O,photoreform,Water / TEOA,(9 : 1 v/v),C6H15NO3,True,C6H15NO3,solid-state reaction,1000.0,°C,12.0,h,https://doi.org/10.1016/j.apsusc.2020.145501,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaCoO3,27.0,𝜇mol.g-1.h-1,2.88,eV,400,nm,32.0,nm,125.0,W,4.2,m2.g-1,0.1,g,false,-,photoreform,Water / formaldehyde,(7 : 1 v/v),HCHO,True,HCHO,Microbial sol-gel,800.0,°C,4.0,h,https://doi.org/10.1016/j.fuel.2014.09.107,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaCo0.8Cu0.2O3,110.0,𝜇mol.g-1.h-1,2.69,eV,400,nm,27.0,nm,125.0,W,6.1,m2.g-1,0.1,g,false,-,photoreform,Water / formaldehyde,(7 : 1 v/v),HCHO,True,HCHO,Microbial sol-gel,800.0,°C,4.0,h,https://doi.org/10.1016/j.fuel.2014.09.107,0.0,0.0,3.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaCo0.7Cu0.3O3,310.0,𝜇mol.g-1.h-1,2.54,eV,400,nm,24.0,nm,125.0,W,6.8,m2.g-1,0.1,g,false,-,photoreform,Water / formaldehyde,(7 : 1 v/v),HCHO,True,HCHO,Microbial sol-gel,800.0,°C,4.0,h,https://doi.org/10.1016/j.fuel.2014.09.107,0.0,0.0,3.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaCo0.6Cu0.4O3,210.0,𝜇mol.g-1.h-1,2.72,eV,400,nm,29.0,nm,125.0,W,5.5,m2.g-1,0.1,g,false,-,photoreform,Water / formaldehyde,(7 : 1 v/v),HCHO,True,HCHO,Microbial sol-gel,800.0,°C,4.0,h,https://doi.org/10.1016/j.fuel.2014.09.107,0.0,0.0,3.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaCo0.7Cu0.3O3,1130.0,𝜇mol.g-1.h-1,2.38,eV,400,nm,18.0,nm,125.0,W,14.2,m2.g-1,0.1,g,false,-,photoreform,Water / formaldehyde,(7 : 1 v/v),HCHO,True,HCHO,Microbial sol-gel,800.0,°C,4.0,h,https://doi.org/10.1016/j.fuel.2014.09.107,0.0,0.0,3.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BaCeO3,28.0,𝜇mol.g-1.h-1,3.16,eV,400,nm,16.0,nm,500.0,W,40.0,m2.g-1,0.9,g,false,-,photoreform,Water / glycerol,(9 : 1 v/v),C3H8O3,True,C3H8O3,Sol-gel,300.0,°C,3.0,h,https://doi.org/10.1007/s10971-019-05018-y,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VBaCeO3,500.0,𝜇mol.g-1.h-1,2.91,eV,400,nm,15.0,nm,500.0,W,25.0,m2.g-1,0.9,g,V,NH4VO3,photoreform,Water / glycerol,(9 : 1 v/v),C3H8O3,True,C3H8O3,Sol-gel,300.0,°C,3.0,h,https://doi.org/10.1007/s10971-019-05018-y,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
AgBaCeO3,900.0,𝜇mol.g-1.h-1,2.81,eV,400,nm,14.0,nm,500.0,W,30.0,m2.g-1,0.9,g,Ag,AgNO3,photoreform,Water / glycerol,(9 : 1 v/v),C3H8O3,True,C3H8O3,Sol-gel,300.0,°C,3.0,h,https://doi.org/10.1007/s10971-019-05018-y,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AuBaCeO3,1800.0,𝜇mol.g-1.h-1,2.3,eV,400,nm,12.0,nm,500.0,W,36.0,m2.g-1,0.9,g,Au,HAuCl4·3H2O,photoreform,Water / glycerol,(9 : 1 v/v),C3H8O3,True,C3H8O3,Sol-gel,300.0,°C,3.0,h,https://doi.org/10.1007/s10971-019-05018-y,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PtBaCeO3,2400.0,𝜇mol.g-1.h-1,2.16,eV,400,nm,10.0,nm,500.0,W,38.0,m2.g-1,0.9,g,Pt,H2PtCl6·6H2O,photoreform,Water / glycerol,(9 : 1 v/v),C3H8O3,True,C3H8O3,Sol-gel,300.0,°C,3.0,h,https://doi.org/10.1007/s10971-019-05018-y,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LaFeO3,9000.0,𝜇mol.g-1.h-1,2.04,eV,400,nm,100.0,nm,250.0,W,10.0,m2.g-1,0.5,g,false,-,photoreform,Water / methanol,(17 : 3 v/v),CH3OH,True,CH3OH,hydrothermal synthesis,500.0,°C,,h,https://doi.org/10.1016/j.ijhydene.2023.01.271,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaCoO3,76.0,𝜇mol.g-1.h-1,1.7,eV,420,nm,25.0,nm,300.0,W,12.0,m2.g-1,0.05,g,false,-,photoreform,Water / methanol,(9 : 1 v/v),CH3OH,True,CH3OH,Sol-gel,700.0,°C,5.0,h,https://doi.org/10.1021/acs.energyfuels.1c00512,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bi0.5Na0.5TiO3,325.4,𝜇mol.g-1.h-1,2.9,eV,346,nm,300.0,nm,500.0,W,27.3,m2.g-1,0.15,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,hydrothermal synthesis,160.0,°C,24.0,h,https://doi.org/10.1016/j.ijhydene.2011.10.105,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
