compound,hydrogen_production_rate,hydrogen_production_rate_uom,bandgap_energy,bandgap_energy_uom,incident_light_cut_off,incident_light_cut_off_uom,particle_size,particle_size_uom,radiation_source_intensity,radiation_source_intensity_uom,specific_surface_area,specific_surface_area_uom,catalyst_amount,catalyst_amount_uom,co_catalyst,co_catalyst_type,reaction_type,reaction_solution,reaction_solution_concentration,carbon_source,sacrificial_agent,sacrificial_agent_source,preparation_method,calcination_temperature,calcination_temperature_uom,calcination_time,calcination_time_uom,doi_reference,Sr,Ti,O,La,Ni,Cu,K,Na,Ta,N,Ba,Fe,Nb,Bi,Br,Cd,S,H,Pb,Sn,Ag,Ca,Cr,Mn,Au,Pd,Pt,B,Mo,C,Pr,Y,Eu,Mg,Tb,In,Ru,Co,Li,Nd,Sm,Gd,Cs,W,Zr,Hf,Ce,V,P,Rh,Yb,Cl,Zn
Ca0.9La0.1Ti0.9Cr0.1O3,12000.0,𝜇mol.g-1.h-1,2.49,eV,400,nm,1000.0,nm,300.0,W,3.34,m2.g-1,0.1,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(9 : 1 v/v),CH3OH,True,CH3OH,hydrothermal synthesis,200.0,°C,48.0,h,https://doi.org/10.1016/j.ijhydene.2017.01.064,0.0,0.9,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ba0.9La0.1Ti0.9Cr0.1O3,4000.0,𝜇mol.g-1.h-1,2.52,eV,400,nm,1000.0,nm,300.0,W,22.46,m2.g-1,0.1,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(9 : 1 v/v),CH3OH,True,CH3OH,hydrothermal synthesis,200.0,°C,48.0,h,https://doi.org/10.1016/j.ijhydene.2017.01.064,0.0,0.9,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCa2Nb3O10,7.78,𝜇mol.g-1.h-1,3.35,eV,400,nm,5000.0,nm,300.0,W,,m2.g-1,0.1,g,CdS,CdS,photoreform,Water / Lactic acid,(4 : 1 v/v),C3H6O3,True,C3H6O3,solid-state reaction,1200.0,°C,10.0,h,https://doi.org/10.1016/j.jallcom.2023.171074,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CdSKCa2Nb3O10,752.0,𝜇mol.g-1.h-1,2.25,eV,400,nm,5000.0,nm,300.0,W,,m2.g-1,0.1,g,CdS,CdS,photoreform,Water / Lactic acid,(4 : 1 v/v),C3H6O3,True,C3H6O3,solid-state reaction,1200.0,°C,10.0,h,https://doi.org/10.1016/j.jallcom.2023.171074,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CdSNiKCa2Nb3O10,1474.0,𝜇mol.g-1.h-1,2.25,eV,400,nm,5000.0,nm,300.0,W,,m2.g-1,0.1,g,CdS,CdS,photoreform,Water / Lactic acid,(4 : 1 v/v),C3H6O3,True,C3H6O3,solid-state reaction,1200.0,°C,10.0,h,https://doi.org/10.1016/j.jallcom.2023.171074,0.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CdSNiKCa2Nb3O10,3159.0,𝜇mol.g-1.h-1,2.25,eV,400,nm,5000.0,nm,300.0,W,,m2.g-1,0.1,g,CdS,CdS,photoreform,Water / Lactic acid,(4 : 1 v/v),C3H6O3,True,C3H6O3,solid-state reaction,1200.0,°C,10.0,h,https://doi.org/10.1016/j.jallcom.2023.171074,0.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CdSNiKCa2Nb3O10,5212.0,𝜇mol.g-1.h-1,2.25,eV,400,nm,5000.0,nm,300.0,W,,m2.g-1,0.1,g,CdS,CdS,photoreform,Water / Lactic acid,(4 : 1 v/v),C3H6O3,True,C3H6O3,solid-state reaction,1200.0,°C,10.0,h,https://doi.org/10.1016/j.jallcom.2023.171074,0.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CdSNiKCa2Nb3O10,2641.0,𝜇mol.g-1.h-1,2.25,eV,400,nm,5000.0,nm,300.0,W,,m2.g-1,0.1,g,CdS,CdS,photoreform,Water / Lactic acid,(4 : 1 v/v),C3H6O3,True,C3H6O3,solid-state reaction,1200.0,°C,10.0,h,https://doi.org/10.1016/j.jallcom.2023.171074,0.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaBi4Ti4O15,0.0,𝜇mol.g-1.h-1,3.36,eV,420,nm,,nm,450.0,W,,m2.g-1,0.3,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(6.7 : 1 v/v),CH3OH,True,CH3OH,solid-state reaction,1200.0,°C,48.0,h,https://doi.org/10.1016/j.jssc.2006.01.024,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PbBi4Ti4O15,37333.0,𝜇mol.g-1.h-1,3.02,eV,420,nm,,nm,450.0,W,,m2.g-1,0.3,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(6.7 : 1 v/v),CH3OH,True,CH3OH,solid-state reaction,1200.0,°C,48.0,h,https://doi.org/10.1016/j.jssc.2006.01.024,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaBi2Nb2O9,0.0,𝜇mol.g-1.h-1,3.18,eV,420,nm,,nm,450.0,W,,m2.g-1,0.3,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(6.7 : 1 v/v),CH3OH,True,CH3OH,solid-state reaction,1200.0,°C,48.0,h,https://doi.org/10.1016/j.jssc.2006.01.024,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PbBi2Nb2O9,10667.0,𝜇mol.g-1.h-1,2.88,eV,420,nm,,nm,450.0,W,,m2.g-1,0.3,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(6.7 : 1 v/v),CH3OH,True,CH3OH,solid-state reaction,1200.0,°C,48.0,h,https://doi.org/10.1016/j.jssc.2006.01.024,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K0.5La0.5Ca1.5Nb3O10,0.0,𝜇mol.g-1.h-1,3.44,eV,420,nm,,nm,450.0,W,,m2.g-1,0.3,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(6.7 : 1 v/v),CH3OH,True,CH3OH,solid-state reaction,1200.0,°C,48.0,h,https://doi.org/10.1016/j.jssc.2006.01.024,0.0,0.0,10.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K0.5La0.5Ca0.75Pb0.75Nb3O10,0.0,𝜇mol.g-1.h-1,3.09,eV,420,nm,,nm,450.0,W,,m2.g-1,0.3,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(6.7 : 1 v/v),CH3OH,True,CH3OH,solid-state reaction,1200.0,°C,48.0,h,https://doi.org/10.1016/j.jssc.2006.01.024,0.0,0.0,10.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K0.5La0.25Bi0.25Ca0.75Pb0.75Nb3O10,0.0,𝜇mol.g-1.h-1,3.06,eV,420,nm,,nm,450.0,W,,m2.g-1,0.3,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(6.7 : 1 v/v),CH3OH,True,CH3OH,solid-state reaction,1200.0,°C,48.0,h,https://doi.org/10.1016/j.jssc.2006.01.024,0.0,0.0,10.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sr3Ti2O7,0.0,𝜇mol.g-1.h-1,3.31,eV,420,nm,,nm,450.0,W,,m2.g-1,0.3,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(6.7 : 1 v/v),CH3OH,True,CH3OH,solid-state reaction,1200.0,°C,48.0,h,https://doi.org/10.1016/j.jssc.2006.01.024,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PbTiO3,45333.0,𝜇mol.g-1.h-1,2.98,eV,420,nm,,nm,450.0,W,,m2.g-1,0.3,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(6.7 : 1 v/v),CH3OH,True,CH3OH,solid-state reaction,1200.0,°C,48.0,h,https://doi.org/10.1016/j.jssc.2006.01.024,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaSrTiO3,246.3,𝜇mol.g-1.h-1,3.81,eV,420,nm,20.0,nm,500.0,W,33.3,m2.g-1,0.05,g,false,-,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,hydrothermal synthesis,220.0,°C,24.0,h,http://dx.doi.org/10.1007/s42114-023-00759-5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaNbSrTiO3,673.8,𝜇mol.g-1.h-1,3.81,eV,420,nm,20.0,nm,500.0,W,33.3,m2.g-1,0.05,g,false,-,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,hydrothermal synthesis,220.0,°C,24.0,h,http://dx.doi.org/10.1007/s42114-023-00759-5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SrTiO3,190.0,𝜇mol.g-1.h-1,3.2,eV,420,nm,20.0,nm,500.0,W,33.3,m2.g-1,0.05,g,false,-,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,hydrothermal synthesis,220.0,°C,24.0,h,http://dx.doi.org/10.1007/s42114-023-00759-5,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaMnO3,70.0,𝜇mol.g-1.h-1,3.55,eV,400,nm,25.0,nm,300.0,W,14.6,m2.g-1,0.15,g,false,-,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,Green solid-state combustion,700.0,°C,4.0,h,https://doi.org/10.3390/nano12172985,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AgLaMnO3,200.0,𝜇mol.g-1.h-1,3.23,eV,400,nm,25.0,nm,300.0,W,12.2,m2.g-1,0.15,g,Ag,Ag nanoparticles,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,Green solid-state combustion,700.0,°C,4.0,h,https://doi.org/10.3390/nano12172985,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AuLaMnO3,1000.0,𝜇mol.g-1.h-1,2.98,eV,400,nm,25.0,nm,300.0,W,13.5,m2.g-1,0.15,g,Au,Au nanoparticles,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,Green solid-state combustion,700.0,°C,4.0,h,https://doi.org/10.3390/nano12172985,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PdLaMnO3,800.0,𝜇mol.g-1.h-1,3.25,eV,400,nm,25.0,nm,300.0,W,12.4,m2.g-1,0.15,g,Pd,Pd nanoparticles,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,Green solid-state combustion,700.0,°C,4.0,h,https://doi.org/10.3390/nano12172985,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PtLaMnO3,1600.0,𝜇mol.g-1.h-1,2.82,eV,400,nm,25.0,nm,300.0,W,20.1,m2.g-1,0.15,g,Pt,Pt nanoparticles,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,Green solid-state combustion,700.0,°C,4.0,h,https://doi.org/10.3390/nano12172985,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaMnO3,178.0,𝜇mol.g-1.h-1,1.61,eV,400,nm,10000.0,nm,300.0,W,,m2.g-1,,g,BN,Boron Nitride Quantum Dots,photoreform,Water / methanol,(9 : 1 v/v),CH3OH,True,CH3OH,hydrothermal synthesis,700.0,°C,4.0,h,https://doi.org/10.1016/j.ijhydene.2023.03.382,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BNLaMnO3,294.0,𝜇mol.g-1.h-1,2.02,eV,400,nm,10000.0,nm,300.0,W,,m2.g-1,,g,BN,Boron Nitride Quantum Dots,photoreform,Water / methanol,(9 : 1 v/v),CH3OH,True,CH3OH,hydrothermal synthesis,700.0,°C,4.0,h,https://doi.org/10.1016/j.ijhydene.2023.03.382,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaNbO2N,10000.0,𝜇mol.g-1.h-1,2.0,eV,420,nm,,nm,300.0,W,31.0,m2.g-1,0.1,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(9 : 1 v/v),CH3OH,True,CH3OH,Polymerized-complex method,760.0,°C,15.0,h,https://doi.org/10.1002/cssc.201000207,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SrNbO2N,0.0,𝜇mol.g-1.h-1,1.8,eV,420,nm,,nm,300.0,W,,m2.g-1,0.1,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(9 : 1 v/v),CH3OH,True,CH3OH,Polymerized-complex method,750.0,°C,15.0,h,https://doi.org/10.1002/cssc.201000207,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BaNbO2N,0.0,𝜇mol.g-1.h-1,1.7,eV,420,nm,,nm,300.0,W,,m2.g-1,0.1,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(9 : 1 v/v),CH3OH,True,CH3OH,Polymerized-complex method,750.0,°C,15.0,h,https://doi.org/10.1002/cssc.201000207,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaNbO2N,0.0,𝜇mol.g-1.h-1,1.6,eV,420,nm,,nm,300.0,W,,m2.g-1,0.1,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(9 : 1 v/v),CH3OH,True,CH3OH,Polymerized-complex method,750.0,°C,15.0,h,https://doi.org/10.1002/cssc.201000207,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ba5Ta4O15,305.0,𝜇mol.g-1.h-1,4.05,eV,400,nm,,nm,300.0,W,,m2.g-1,0.1,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,solid-state reaction,1150.0,°C,36.0,h,https://doi.org/10.1021/jp202783t,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NBa5Ta4O15,495.0,𝜇mol.g-1.h-1,1.75,eV,400,nm,,nm,300.0,W,,m2.g-1,0.1,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,solid-state reaction,900.0,°C,2.5,h,https://doi.org/10.1021/jp202783t,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BaTiO3,35.0,𝜇mol.g-1.h-1,3.0,eV,400,nm,500.0,nm,300.0,W,,m2.g-1,0.2,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(5 : 1 v/v),CH3OH,True,CH3OH,solid-state reaction,1150.0,°C,5.0,h,https://doi.org/10.1016/j.ijhydene.2019.03.145,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BaTi0.99Mo0.01O3,48.0,𝜇mol.g-1.h-1,2.4,eV,400,nm,500.0,nm,300.0,W,,m2.g-1,0.2,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(5 : 1 v/v),CH3OH,True,CH3OH,solid-state reaction,1150.0,°C,5.0,h,https://doi.org/10.1016/j.ijhydene.2019.03.145,0.0,0.99,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
